"ad_id","n_id","at_type_col","at_type_row","ad_pic_s","ad_pic_h","ad_pic_w","ad_pic_b","ad_des","ad_font","ad_size","ad_bold","ad_italic","ad_color","ad_align","ad_count"
"1353","150","3","1",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1354","150","1","2",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1355","150","2","2",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1356","150","3","2",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1357","150","1","3",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1358","150","2","3",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1359","150","3","3",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1360","150","1","4",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1361","150","2","4",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1362","150","3","4",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1363","150","1","5",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1364","150","2","5",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1365","150","3","5",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1366","150","1","6",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1367","150","2","6",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1368","150","3","6",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1369","150","1","7",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1370","150","2","7",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1371","150","3","7",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1372","150","1","8",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1373","150","2","8",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1374","150","3","8",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1375","150","1","9",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1376","150","2","9",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1377","150","3","9",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1378","150","1","10",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1379","150","2","10",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1380","150","3","10",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1381","150","1","11",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","left","0"
"1382","151","1","1",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1383","151","2","1","t20150421103150_1383.png","628","354","n20150421103150_1383.png","<span style=""FONT-FAMILY: Tahoma; COLOR: #4b0082; FONT-SIZE: 10pt""><strong>ปี 2552 รางวัลมาตรฐานเคาน์เตอร์บริการประชาชน <br />
		รางวัลชมเชย ประเภทการเสริมสร้างภาพลักษณ์ <br />
		ของเคาน์เตอร์บริการประชาชนกระทรวงแรงงาน <br />
		ณ ห้างสรรพสินค้า เทสโก้ โลตัส สาขาปิ่นเกล้า </strong></span>","MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1384","151","3","1",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1385","151","1","2",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1386","151","2","2",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1387","151","3","2",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1388","151","1","3",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1389","151","2","3",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1390","151","3","3",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1391","151","1","4",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1392","151","2","4",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1393","151","3","4",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1394","151","1","5",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1395","151","2","5",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1396","151","3","5",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1397","151","1","6",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1398","151","2","6",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1399","151","3","6",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1400","151","1","7",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1401","151","2","7",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1402","151","3","7",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1403","151","1","8",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1404","151","2","8",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1405","151","3","8",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1406","151","1","9",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1407","151","2","9",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1408","151","3","9",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1409","151","1","10",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1410","151","2","10",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1411","151","3","10",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1412","151","1","11",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","left","0"
"1413","152","1","1",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1414","152","2","1","t20150421103444_1414.jpg","200","200","n20150421103444_1414.jpg","

<div><span style=""FONT-FAMILY: Tahoma; COLOR: #4b0082; FONT-SIZE: 10pt""><strong>&nbsp;</strong></span></div>

<div><span style=""FONT-FAMILY: Tahoma; COLOR: #4b0082; FONT-SIZE: 10pt""><strong>ปี 2554 รางวัลดีเด่น ด้านการบูรณาการ <br />
			สำหรับเคาน์เตอร์บริการประชาชน กระทรวงแรงงานจังหวัดนครราชสีมา </strong></span></div>","MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1415","152","3","1",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1416","152","1","2",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1417","152","2","2",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1418","152","3","2",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1419","152","1","3",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1420","152","2","3",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1421","152","3","3",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1422","152","1","4",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1423","152","2","4",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1424","152","3","4",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1425","152","1","5",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1426","152","2","5",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1427","152","3","5",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1428","152","1","6",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1429","152","2","6",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1430","152","3","6",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1431","152","1","7",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1432","152","2","7",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1433","152","3","7",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1434","152","1","8",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1435","152","2","8",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1436","152","3","8",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1437","152","1","9",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1438","152","2","9",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1439","152","3","9",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1440","152","1","10",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1441","152","2","10",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1442","152","3","10",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1443","152","1","11",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","left","0"
"1444","153","1","1",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1445","153","2","1","t20150421103545_1445.png","535","298","n20150421103545_1445.png","

<div><span style=""FONT-FAMILY: Tahoma; COLOR: #4b0082; FONT-SIZE: 10pt""><strong>&nbsp;</strong></span></div>

<div><span style=""FONT-FAMILY: Tahoma; COLOR: #4b0082; FONT-SIZE: 10pt""><strong>ปี 2554 รางวัลชมเชย ด้านการบูรณาการ <br />
			สำหรับเคาน์เตอร์บริการประชาชนกระทรวงแรงงาน <br />
			ณ ห้างสรรพสินค้า เทสโก้ โลตัส สาขาปิ่นเกล้า </strong></span></div>","MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1446","153","3","1",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1447","153","1","2",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1448","153","2","2",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1449","153","3","2",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1450","153","1","3",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1451","153","2","3",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1452","153","3","3",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1453","153","1","4",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1454","153","2","4",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1455","153","3","4",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1456","153","1","5",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1457","153","2","5",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1458","153","3","5",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1459","153","1","6",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1460","153","2","6",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1461","153","3","6",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1462","153","1","7",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1463","153","2","7",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1464","153","3","7",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1465","153","1","8",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1466","153","2","8",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1467","153","3","8",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1468","153","1","9",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1469","153","2","9",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1470","153","3","9",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1471","153","1","10",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1472","153","2","10",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1473","153","3","10",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1474","153","1","11",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","left","0"
"1475","154","1","1",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1476","154","2","1","t20161007175914_1476.png","572","366","n20150421103709_1476.png","

<div><span style=""FONT-FAMILY: Tahoma; COLOR: #4b0082; FONT-SIZE: 10pt""><strong>&nbsp;</strong></span></div>

<div><span style=""FONT-FAMILY: Tahoma; COLOR: #4b0082; FONT-SIZE: 10pt""><strong>ปี 2556 รางวัลบริการภารรัฐแห่งชาติ ประจำปี 2556 ระดับดี <br />
			ประเภทรางวัลการพัฒนางานบริการที่เป็นเลิศ <br />
			สำหรับเคาน์เตอร์บริการประชาชนกระทรวงแรงงาน <br />
			ณ ห้างสรรพสินค้า เทสโก้ โลตัส สาขาปิ่นเกล้า </strong></span></div>","MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1477","154","3","1",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1478","154","1","2",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1479","154","2","2",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1480","154","3","2",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1481","154","1","3",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1482","154","2","3",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1483","154","3","3",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1484","154","1","4",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1485","154","2","4",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1486","154","3","4",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1487","154","1","5",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1488","154","2","5",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1489","154","3","5",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1490","154","1","6",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1491","154","2","6",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1492","154","3","6",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1493","154","1","7",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1494","154","2","7",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1495","154","3","7",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1496","154","1","8",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1497","154","2","8",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1498","154","3","8",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1499","154","1","9",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1500","154","2","9",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1501","154","3","9",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1502","154","1","10",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1503","154","2","10",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1504","154","3","10",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1505","154","1","11",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","left","0"
"1506","155","1","1",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1507","155","2","1","t20150421104216_1507.jpg","535","300","n20150421104216_1507.jpg","<span style=""FONT-FAMILY: Tahoma; COLOR: #4b0082; FONT-SIZE: 10pt""><strong>&nbsp;<br />
		ปี 2552 รางวัลมาตรฐานเคาน์เตอร์บริการประชาชน <br />
		รางวัลชมเชย ประเภทการเสริมสร้างภาพลักษณ์ <br />
		ของเคาน์เตอร์บริการประชาชนกระทรวงแรงงาน <br />
		และได้ย้ายมาให้บริการ ณ ห้างสรรพสินค้า เทสโก้ โลตัส สาขาปิ่นเกล้า</strong></span>","MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1508","155","3","1",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1509","155","1","2",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1510","155","2","2",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1511","155","3","2",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1512","155","1","3",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1513","155","2","3",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1514","155","3","3",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1515","155","1","4",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1516","155","2","4",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1517","155","3","4",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1518","155","1","5",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1519","155","2","5",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1520","155","3","5",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1521","155","1","6",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1522","155","2","6",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1523","155","3","6",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1524","155","1","7",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1525","155","2","7",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1526","155","3","7",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1527","155","1","8",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1528","155","2","8",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1529","155","3","8",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1530","155","1","9",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1531","155","2","9",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1532","155","3","9",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1533","155","1","10",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1534","155","2","10",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1535","155","3","10",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1536","155","1","11",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","left","0"
"1537","156","1","1",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1538","156","2","1","t20150421104323_1538.jpg","535","300","n20150421104323_1538.jpg","<span style=""FONT-FAMILY: Tahoma; COLOR: #4b0082; FONT-SIZE: 10pt""><strong>&nbsp;<br />
		ปี 2554 รางวัลดีเด่น ด้านการบูรณาการ <br />
		สำหรับเคาน์เตอร์บริการประชาชน กระทรวงแรงงานจังหวัดนครราชสีมา</strong></span>","MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1539","156","3","1",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1540","156","1","2",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1541","156","2","2",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1542","156","3","2",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1543","156","1","3",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1544","156","2","3",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1545","156","3","3",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1546","156","1","4",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1547","156","2","4",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1548","156","3","4",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1549","156","1","5",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1550","156","2","5",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1551","156","3","5",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1552","156","1","6",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1553","156","2","6",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1554","156","3","6",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1555","156","1","7",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1556","156","2","7",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1557","156","3","7",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1558","156","1","8",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1559","156","2","8",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1560","156","3","8",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1561","156","1","9",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1562","156","2","9",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1563","156","3","9",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1564","156","1","10",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1565","156","2","10",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1566","156","3","10",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","center","0"
"1567","156","1","11",,"200","200",,NULL,"MS Sans Serif","1",NULL,NULL,"#000000","left","0"
